"Private" "Apps" "Accept" "Enroll" "Expend" "Grad.Rate" "Top25perc" "lat" "lng" "Name" "mappop"
"Ursuline College" "Private" 325 260 86 7164 68 47 41.4938332 -81.4650273 "Ursuline College" "<b>Ursuline College</b><br><b>Private</b><br><b>Applications: </b>325<br><b>Applicatants accepted: </b>260<br><b>Enrollments: </b>86"
"Valley City State University" "Public" 368 344 212 4958 40 27 46.9185696 -98.0038717 "Valley City State University" "<b>Valley City State University</b><br><b>Public</b><br><b>Applications: </b>368<br><b>Applicatants accepted: </b>344<br><b>Enrollments: </b>212"
"Valparaiso University" "Private" 2075 1727 520 9681 95 81 41.4622207 -87.0401554 "Valparaiso University" "<b>Valparaiso University</b><br><b>Private</b><br><b>Applications: </b>2075<br><b>Applicatants accepted: </b>1727<br><b>Enrollments: </b>520"
"Vanderbilt University" "Private" 7791 4690 1499 23850 83 92 36.1447034 -86.8026551 "Vanderbilt University" "<b>Vanderbilt University</b><br><b>Private</b><br><b>Applications: </b>7791<br><b>Applicatants accepted: </b>4690<br><b>Enrollments: </b>1499"
"Vassar College" "Private" 3550 1877 653 17089 90 87 41.686662 -73.894944 "Vassar College" "<b>Vassar College</b><br><b>Private</b><br><b>Applications: </b>3550<br><b>Applicatants accepted: </b>1877<br><b>Enrollments: </b>653"
"Villanova University" "Private" 7759 5588 1477 10458 96 68 40.0349011 -75.3373504 "Villanova University" "<b>Villanova University</b><br><b>Private</b><br><b>Applications: </b>7759<br><b>Applicatants accepted: </b>5588<br><b>Enrollments: </b>1477"
"Virginia Commonwealth University" "Public" 4963 3497 1567 11183 45 45 37.5489872 -77.4534286 "Virginia Commonwealth University" "<b>Virginia Commonwealth University</b><br><b>Public</b><br><b>Applications: </b>4963<br><b>Applicatants accepted: </b>3497<br><b>Enrollments: </b>1567"
"Virginia State University" "Public" 2996 2440 704 5733 31 30 37.2380253 -77.4199931 "Virginia State University" "<b>Virginia State University</b><br><b>Public</b><br><b>Applications: </b>2996<br><b>Applicatants accepted: </b>2440<br><b>Enrollments: </b>704"
"Virginia Tech" "Public" 15712 11719 4277 8944 73 53 37.2283843 -80.4234167 "Virginia Tech" "<b>Virginia Tech</b><br><b>Public</b><br><b>Applications: </b>15712<br><b>Applicatants accepted: </b>11719<br><b>Enrollments: </b>4277"
"Virginia Union University" "Private" 1847 1610 453 6757 30 59 37.5626655 -77.4508354 "Virginia Union University" "<b>Virginia Union University</b><br><b>Private</b><br><b>Applications: </b>1847<br><b>Applicatants accepted: </b>1610<br><b>Enrollments: </b>453"
"Virginia Wesleyan College" "Private" 1470 900 287 7804 68 49 36.8711755 -76.1867523 "Virginia Wesleyan College" "<b>Virginia Wesleyan College</b><br><b>Private</b><br><b>Applications: </b>1470<br><b>Applicatants accepted: </b>900<br><b>Enrollments: </b>287"
"Viterbo College" "Private" 647 518 271 8050 73 43 43.8021099 -91.2434935 "Viterbo College" "<b>Viterbo College</b><br><b>Private</b><br><b>Applications: </b>647<br><b>Applicatants accepted: </b>518<br><b>Enrollments: </b>271"
"Voorhees College" "Private" 1465 1006 188 5861 58 30 33.308054 -81.1285708 "Voorhees College" "<b>Voorhees College</b><br><b>Private</b><br><b>Applications: </b>1465<br><b>Applicatants accepted: </b>1006<br><b>Enrollments: </b>188"
"Wabash College" "Private" 800 623 256 14904 72 76 40.0392075 -86.9083879 "Wabash College" "<b>Wabash College</b><br><b>Private</b><br><b>Applications: </b>800<br><b>Applicatants accepted: </b>623<br><b>Enrollments: </b>256"
"Wagner College" "Private" 1416 1015 417 9006 75 44 40.6145939 -74.090871 "Wagner College" "<b>Wagner College</b><br><b>Private</b><br><b>Applications: </b>1416<br><b>Applicatants accepted: </b>1015<br><b>Enrollments: </b>417"
"Wake Forest University" "Private" 5661 2392 903 41766 89 88 36.1319172 -80.2779719 "Wake Forest University" "<b>Wake Forest University</b><br><b>Private</b><br><b>Applications: </b>5661<br><b>Applicatants accepted: </b>2392<br><b>Enrollments: </b>903"
"Walsh University" "Private" 1092 890 477 5738 68 92 40.8740035 -81.3685228 "Walsh University" "<b>Walsh University</b><br><b>Private</b><br><b>Applications: </b>1092<br><b>Applicatants accepted: </b>890<br><b>Enrollments: </b>477"
"Warren Wilson College" "Private" 440 311 112 9430 63 49 35.6129283 -82.4415078 "Warren Wilson College" "<b>Warren Wilson College</b><br><b>Private</b><br><b>Applications: </b>440<br><b>Applicatants accepted: </b>311<br><b>Enrollments: </b>112"
"Wartburg College" "Private" 1231 1074 345 7735 67 66 42.7285775 -92.4821589 "Wartburg College" "<b>Wartburg College</b><br><b>Private</b><br><b>Applications: </b>1231<br><b>Applicatants accepted: </b>1074<br><b>Enrollments: </b>345"
"Washington and Jefferson College" "Private" 1305 1100 334 10162 86 64 40.171125 -80.241193 "Washington and Jefferson College" "<b>Washington and Jefferson College</b><br><b>Private</b><br><b>Applications: </b>1305<br><b>Applicatants accepted: </b>1100<br><b>Enrollments: </b>334"
"Washington and Lee University" "Private" 3315 1096 425 15736 90 93 37.7915097 -79.4445139 "Washington and Lee University" "<b>Washington and Lee University</b><br><b>Private</b><br><b>Applications: </b>3315<br><b>Applicatants accepted: </b>1096<br><b>Enrollments: </b>425"
"Washington College" "Private" 1209 942 214 10830 65 60 39.2192293 -76.06965 "Washington College" "<b>Washington College</b><br><b>Private</b><br><b>Applications: </b>1209<br><b>Applicatants accepted: </b>942<br><b>Enrollments: </b>214"
"Washington State University" "Public" 6540 5839 2440 10912 56 70 46.7319374 -117.1544219 "Washington State University" "<b>Washington State University</b><br><b>Public</b><br><b>Applications: </b>6540<br><b>Applicatants accepted: </b>5839<br><b>Enrollments: </b>2440"
"Washington University" "Private" 7654 5259 1254 45702 90 93 38.6487895 -90.3107962 "Washington University" "<b>Washington University</b><br><b>Private</b><br><b>Applications: </b>7654<br><b>Applicatants accepted: </b>5259<br><b>Enrollments: </b>1254"
"Wayne State College" "Public" 1373 1373 724 4550 52 21 42.2426999 -97.0145104 "Wayne State College" "<b>Wayne State College</b><br><b>Public</b><br><b>Applications: </b>1373<br><b>Applicatants accepted: </b>1373<br><b>Enrollments: </b>724"
"Waynesburg College" "Private" 1190 978 324 6563 63 30 39.899094 -80.18732 "Waynesburg College" "<b>Waynesburg College</b><br><b>Private</b><br><b>Applications: </b>1190<br><b>Applicatants accepted: </b>978<br><b>Enrollments: </b>324"
"Webber College" "Private" 280 143 79 4839 90 27 27.8397812 -81.5336731 "Webber College" "<b>Webber College</b><br><b>Private</b><br><b>Applications: </b>280<br><b>Applicatants accepted: </b>143<br><b>Enrollments: </b>79"
"Webster University" "Private" 665 462 226 6951 48 44 38.5906019 -90.3453509 "Webster University" "<b>Webster University</b><br><b>Private</b><br><b>Applications: </b>665<br><b>Applicatants accepted: </b>462<br><b>Enrollments: </b>226"
"Wellesley College" "Private" 2895 1249 579 21409 91 96 42.2935733 -71.3059277 "Wellesley College" "<b>Wellesley College</b><br><b>Private</b><br><b>Applications: </b>2895<br><b>Applicatants accepted: </b>1249<br><b>Enrollments: </b>579"
"Wells College" "Private" 318 240 130 13935 69 85 42.7456208 -76.6946872 "Wells College" "<b>Wells College</b><br><b>Private</b><br><b>Applications: </b>318<br><b>Applicatants accepted: </b>240<br><b>Enrollments: </b>130"
"Wentworth Institute of Technology" "Private" 1480 1257 452 17858 64 25 42.3374786 -71.0953609 "Wentworth Institute of Technology" "<b>Wentworth Institute of Technology</b><br><b>Private</b><br><b>Applications: </b>1480<br><b>Applicatants accepted: </b>1257<br><b>Enrollments: </b>452"
"Wesley College" "Private" 980 807 350 6243 84 25 39.1631149 -75.5276093 "Wesley College" "<b>Wesley College</b><br><b>Private</b><br><b>Applications: </b>980<br><b>Applicatants accepted: </b>807<br><b>Enrollments: </b>350"
"Wesleyan University" "Private" 4772 1973 712 16262 92 86 41.5566104 -72.6569041 "Wesleyan University" "<b>Wesleyan University</b><br><b>Private</b><br><b>Applications: </b>4772<br><b>Applicatants accepted: </b>1973<br><b>Enrollments: </b>712"
"West Chester University of Penn." "Public" 6502 3539 1372 6773 52 51 39.9518684 -75.600249 "West Chester University of Penn." "<b>West Chester University of Penn.</b><br><b>Public</b><br><b>Applications: </b>6502<br><b>Applicatants accepted: </b>3539<br><b>Enrollments: </b>1372"
"West Liberty State College" "Public" 1164 1062 478 4249 60 25 40.1623386 -80.6038692 "West Liberty State College" "<b>West Liberty State College</b><br><b>Public</b><br><b>Applications: </b>1164<br><b>Applicatants accepted: </b>1062<br><b>Enrollments: </b>478"
"West Virginia Wesleyan College" "Private" 1566 1400 483 8080 67 55 38.9906163 -80.2174929 "West Virginia Wesleyan College" "<b>West Virginia Wesleyan College</b><br><b>Private</b><br><b>Applications: </b>1566<br><b>Applicatants accepted: </b>1400<br><b>Enrollments: </b>483"
"Western Carolina University" "Public" 3224 2519 1057 6554 55 31 35.309075 -83.186674 "Western Carolina University" "<b>Western Carolina University</b><br><b>Public</b><br><b>Applications: </b>3224<br><b>Applicatants accepted: </b>2519<br><b>Enrollments: </b>1057"
"Western Maryland College" "Private" 1205 984 278 10026 60 50 39.5829886 -77.0036763 "Western Maryland College" "<b>Western Maryland College</b><br><b>Private</b><br><b>Applications: </b>1205<br><b>Applicatants accepted: </b>984<br><b>Enrollments: </b>278"
"Western Michigan University" "Public" 9167 7191 2738 5983 55 53 42.2831778 -85.6152186 "Western Michigan University" "<b>Western Michigan University</b><br><b>Public</b><br><b>Applications: </b>9167<br><b>Applicatants accepted: </b>7191<br><b>Enrollments: </b>2738"
"Western New England College" "Private" 1650 1471 409 8409 59 21 42.115861 -72.5214386 "Western New England College" "<b>Western New England College</b><br><b>Private</b><br><b>Applications: </b>1650<br><b>Applicatants accepted: </b>1471<br><b>Enrollments: </b>409"
"Western State College of Colorado" "Public" 2702 1623 604 4599 52 24 38.547276 -106.917765 "Western State College of Colorado" "<b>Western State College of Colorado</b><br><b>Public</b><br><b>Applications: </b>2702<br><b>Applicatants accepted: </b>1623<br><b>Enrollments: </b>604"
"Western Washington University" "Public" 5548 3563 1549 7203 61 71 48.738511 -122.485631 "Western Washington University" "<b>Western Washington University</b><br><b>Public</b><br><b>Applications: </b>5548<br><b>Applicatants accepted: </b>3563<br><b>Enrollments: </b>1549"
"Westfield State College" "Public" 3100 2150 825 4222 65 20 42.1307786 -72.7948858 "Westfield State College" "<b>Westfield State College</b><br><b>Public</b><br><b>Applications: </b>3100<br><b>Applicatants accepted: </b>2150<br><b>Enrollments: </b>825"
"Westminster College MO" "Private" 662 553 184 7925 62 43 40.7319708 -111.854745 "Westminster College MO" "<b>Westminster College MO</b><br><b>Private</b><br><b>Applications: </b>662<br><b>Applicatants accepted: </b>553<br><b>Enrollments: </b>184"
"Westminster College" "Private" 996 866 377 8596 80 58 38.8493037 -91.9569668 "Westminster College" "<b>Westminster College</b><br><b>Private</b><br><b>Applications: </b>996<br><b>Applicatants accepted: </b>866<br><b>Enrollments: </b>377"
"Westminster College of Salt Lake City" "Private" 917 720 213 7170 50 60 40.7319708 -111.854745 "Westminster College of Salt Lake City" "<b>Westminster College of Salt Lake City</b><br><b>Private</b><br><b>Applications: </b>917<br><b>Applicatants accepted: </b>720<br><b>Enrollments: </b>213"
"Westmont College" "Public" 950 713 351 8837 87 72 41.1180966 -80.3282632 "Westmont College" "<b>Westmont College</b><br><b>Public</b><br><b>Applications: </b>950<br><b>Applicatants accepted: </b>713<br><b>Enrollments: </b>351"
"Wheaton College IL" "Private" 1432 920 548 11916 85 84 34.4488434 -119.6610313 "Wheaton College IL" "<b>Wheaton College IL</b><br><b>Private</b><br><b>Applications: </b>1432<br><b>Applicatants accepted: </b>920<br><b>Enrollments: </b>548"
"Westminster College PA" "Private" 1738 1373 417 22704 71 55 41.86833 -88.099622 "Westminster College PA" "<b>Westminster College PA</b><br><b>Private</b><br><b>Applications: </b>1738<br><b>Applicatants accepted: </b>1373<br><b>Enrollments: </b>417"
"Wheeling Jesuit College" "Private" 903 755 213 7494 72 49 40.0695625 -80.6917301 "Wheeling Jesuit College" "<b>Wheeling Jesuit College</b><br><b>Private</b><br><b>Applications: </b>903<br><b>Applicatants accepted: </b>755<br><b>Enrollments: </b>213"
"Whitman College" "Private" 1861 998 359 13198 72 77 46.0715857 -118.3298993 "Whitman College" "<b>Whitman College</b><br><b>Private</b><br><b>Applications: </b>1861<br><b>Applicatants accepted: </b>998<br><b>Enrollments: </b>359"
"Whittier College" "Private" 1681 1069 344 11778 52 63 33.9787932 -118.0322842 "Whittier College" "<b>Whittier College</b><br><b>Private</b><br><b>Applications: </b>1681<br><b>Applicatants accepted: </b>1069<br><b>Enrollments: </b>344"
"Whitworth College" "Private" 1121 926 372 8328 80 70 47.7548497 -117.4198208 "Whitworth College" "<b>Whitworth College</b><br><b>Private</b><br><b>Applications: </b>1121<br><b>Applicatants accepted: </b>926<br><b>Enrollments: </b>372"
"Widener University" "Private" 2139 1492 502 9603 63 64 39.8615689 -75.3552631 "Widener University" "<b>Widener University</b><br><b>Private</b><br><b>Applications: </b>2139<br><b>Applicatants accepted: </b>1492<br><b>Enrollments: </b>502"
"Wilkes University" "Private" 1631 1431 434 8543 67 36 41.244314 -75.888614 "Wilkes University" "<b>Wilkes University</b><br><b>Private</b><br><b>Applications: </b>1631<br><b>Applicatants accepted: </b>1431<br><b>Enrollments: </b>434"
"Willamette University" "Private" 1658 1327 395 10779 68 80 44.9371219 -123.0318004 "Willamette University" "<b>Willamette University</b><br><b>Private</b><br><b>Applications: </b>1658<br><b>Applicatants accepted: </b>1327<br><b>Enrollments: </b>395"
"William Jewell College" "Private" 663 547 315 7885 59 67 39.2489693 -94.4117789 "William Jewell College" "<b>William Jewell College</b><br><b>Private</b><br><b>Applications: </b>663<br><b>Applicatants accepted: </b>547<br><b>Enrollments: </b>315"
"William Woods University" "Private" 469 435 227 7438 52 39 38.860245 -91.9503866 "William Woods University" "<b>William Woods University</b><br><b>Private</b><br><b>Applications: </b>469<br><b>Applicatants accepted: </b>435<br><b>Enrollments: </b>227"
"Williams College" "Private" 4186 1245 526 22014 99 96 42.7134709 -73.2049942 "Williams College" "<b>Williams College</b><br><b>Private</b><br><b>Applications: </b>4186<br><b>Applicatants accepted: </b>1245<br><b>Enrollments: </b>526"
"Wilson College" "Private" 167 130 46 10291 67 50 39.9503866 -77.6490488 "Wilson College" "<b>Wilson College</b><br><b>Private</b><br><b>Applications: </b>167<br><b>Applicatants accepted: </b>130<br><b>Enrollments: </b>46"
"Wingate College" "Private" 1239 1017 383 7264 91 34 34.98713 -80.443343 "Wingate College" "<b>Wingate College</b><br><b>Private</b><br><b>Applications: </b>1239<br><b>Applicatants accepted: </b>1017<br><b>Enrollments: </b>383"
"Winona State University" "Public" 3325 2047 1301 5318 58 45 44.0473997 -91.6432837 "Winona State University" "<b>Winona State University</b><br><b>Public</b><br><b>Applications: </b>3325<br><b>Applicatants accepted: </b>2047<br><b>Enrollments: </b>1301"
"Winthrop University" "Public" 2320 1805 769 6729 59 61 34.937892 -81.0317713 "Winthrop University" "<b>Winthrop University</b><br><b>Public</b><br><b>Applications: </b>2320<br><b>Applicatants accepted: </b>1805<br><b>Enrollments: </b>769"
"Wisconsin Lutheran College" "Private" 152 128 75 8960 50 41 43.0370622 -88.022245 "Wisconsin Lutheran College" "<b>Wisconsin Lutheran College</b><br><b>Private</b><br><b>Applications: </b>152<br><b>Applicatants accepted: </b>128<br><b>Enrollments: </b>75"
